النموذج	م	الجانب	الهدف	المعيار	اقل قيمة	اعلى قيمة	اسم المعيار في النموذج	درجة المعيار	الترتيب	حالة العرض	المستوى
الادارات الخدمية	1824	الثقافي	NULL	عدد الدورات التي حصلت عليها في الجانب الثقافي	0	0	عدد الدورات التي حصلت عليها في الجانب الثقافي	NULL	48	1	NULL
الادارات الخدمية	1907	القيادي	NULL	عدد الدورات التي حصلت عليها في الجانب القيادي	0	0	عدد الدورات التي حصلت عليها في الجانب القيادي	NULL	55	1	NULL
الادارات الخدمية	1753	الاداري	قياس خبرة المنتسبين 	فترة الخبرة في الجانب الاداري	0	0	فترة الخبرة في الجانب الاداري	NULL	42	1	NULL
الادارات الخدمية	1836	الثقافي	قياس خبرة المنتسبين 	فترة الخبرة في الجانب الثقافي	0	0	فترة الخبرة في الجانب الثقافي	NULL	49	1	NULL
الادارات الخدمية	1920	القيادي	قياس خبرة المنتسبين 	فترة الخبرة في الجانب القيادي	0	0	فترة الخبرة في الجانب القيادي	NULL	56	1	NULL
الادارات الخدمية	1943	القيادي	قياس مستوى الرضا	نسبة رضا المرؤوسين عن ادائك في الجانب القيادي	0	0	نسبة رضا المرؤوسين عن ادائك في الجانب القيادي	NULL	58	1	NULL
الادارات الخدمية	1859	الثقافي	قياس مستوى الرضا	نسبة رضا المرؤوسين عن ادائك في الجانب الثقافي	0	0	نسبة رضا المرؤوسين عن ادائك في الجانب الثقافي	NULL	51	1	NULL
الادارات الخدمية	1882	الثقافي	قياس مستوى الرضا	نسبة رضا قيادتك عن ادائك في الجانب الثقافي	0	0	نسبة رضا قيادتك عن ادائك في الجانب الثقافي	NULL	53	1	NULL
الادارات الخدمية	1894	الثقافي	قياس مستوى الرضا	نسبة رضاك عن أداء مسئولك المباشر في الجانب الثقافي	0	0	نسبة رضاك عن أداء مسئولك المباشر في الجانب الثقافي	NULL	54	1	NULL
الادارات الخدمية	1965	القيادي	قياس مستوى الرضا	نسبة رضا قيادتك عن ادائك في الجانب القيادي	0	0	نسبة رضا قيادتك عن ادائك في الجانب القيادي	NULL	60	1	NULL
الادارات الخدمية	1977	القيادي	قياس مستوى الرضا	نسبة رضاك عن أداء مسئولك المباشر في الجانب القيادي	0	0	نسبة رضاك عن أداء مسئولك المباشر في الجانب القيادي	NULL	61	1	NULL
الادارات الخدمية	1799	الاداري	قياس مستوى الرضا	نسبة رضا قيادتك عن ادائك في الجانب الاداري	0	0	نسبة رضا قيادتك عن ادائك في الجانب الاداري	NULL	46	1	NULL
الادارات الخدمية	1811	الاداري	قياس مستوى الرضا	نسبة رضاك عن أداء مسئولك المباشر في الجانب الاداري	0	0	نسبة رضاك عن أداء مسئولك المباشر في الجانب الاداري	NULL	47	1	NULL
الادارات الخدمية	1776	الاداري	قياس مستوى الرضا	نسبة رضا المرؤوسين عن ادائك في الجانب الاداري	0	0	نسبة رضا المرؤوسين عن ادائك في الجانب الاداري	NULL	44	1	NULL
الادارات الخدمية	1765	الذاتي	قياس مستوى الرضا	نسبة رضاك عن ادائك في الجانب الاداري	0	0	نسبة رضاك عن ادائك في الجانب الاداري	NULL	43	1	NULL
الادارات الخدمية	1558	الاداري	قياس مستوى الأداء الاداري	الأشراف على تنظيم وسلامة إجراءات العمل في مكونات الإدارة لتنفذ وفقاً للقانون والضوابط المحددة لذلك	0	0	الأشراف على تنظيم وسلامة إجراءات العمل في مكونات الإدارة لتنفذ وفقاً للقانون والضوابط المحددة لذلك	NULL	24	1	NULL
الادارات الخدمية	2195	الاداري	قياس مستوى الأداء الاداري	هل يتولى مسئول الوحدة الادارية التواصل الشخصي المباشر مع مدراء الإدارات؟ 	0	0	هل يتولى مدير عام شرطة المحافظة التواصل الشخصي المباشر مع مدراء الإدارات؟ 	NULL	66	1	NULL
الادارات الخدمية	1598	الاداري	قياس مستوى الأداء الاداري	اعداد التقارير والإحصاءات الدورية عن جوانب العمل 	0	0	اعداد التقارير والإحصاءات الدورية عن جوانب العمل 	NULL	27	1	NULL
الادارات الخدمية	1605	الاداري	قياس مستوى الأداء الاداري	المشاركة في الاجتماعات الدورية بصورة منتظمة	0	0	المشاركة في الاجتماعات الدورية بصورة منتظمة	NULL	29	1	NULL
الادارات الخدمية	1589	الاداري	قياس مستوى الأداء الاداري	قيد كافة طلبات وإجراءات العمل ومخرجاتها في السجلات والنماذج المحددة	0	0	قيد كافة طلبات وإجراءات العمل ومخرجاتها في السجلات والنماذج المحددة	NULL	26	1	NULL
الادارات الخدمية	1449	الاداري	قياس مستوى الأداء الاداري	مدى انضباطك والالتزام بالمظهر العام اثناء أداء العمل	0	0	مدى انضباطك والالتزام بالمظهر العام اثناء أداء العمل	NULL	31	1	NULL
الادارات الخدمية	2159	الاداري	قياس مستوى الأداء الاداري	هل تعقد اجتماعات دورية منتظمة مع رؤساء الأقسام وموظفيك؟	0	0	هل تعقد اجتماعات دورية منتظمة مع رؤساء الأقسام وموظفيك؟	NULL	62	1	NULL
الادارات الخدمية	2168	الاداري	قياس مستوى الأداء الاداري	هل تعقد قيادة الوحدة الادارية اجتماعات دورية منتظمة مع مدراء الإدارات؟	0	0	هل تعقد قيادة شرطة المحافظة اجتماعات دورية منتظمة مع مدراء الإدارات؟	NULL	63	1	NULL
الادارات الخدمية	2177	الاداري	قياس مستوى الأداء الاداري	هل تتابع قيادة الوحدة الادارية تنفيذ مخرجات (نتائج) تلك الاجتماعات؟	0	0	هل تتابع قيادة شرطة المحافظة تنفيذ مخرجات (نتائج) تلك الاجتماعات؟	NULL	64	1	NULL
الادارات الخدمية	1530	الاداري	قياس مستوى الأداء الاداري	رفع تقارير دورية إلى المدير العام عن أداء ونشاط الإدارات التي تشرف عليها	0	0	رفع تقارير دورية إلى المدير العام عن أداء ونشاط الإدارات التي تشرف عليها	NULL	22	1	NULL
الادارات الخدمية	1477	الاداري	الاهتمام بالقوى البشرية	مدى اهتمامك بالكادر البشري وتحفيزهم 	0	0	مدى اهتمامك بالكادر البشري وتحفيزهم 	NULL	33	1	NULL
الادارات الخدمية	1619	الامني	توفر الإمكانات	الإمكانات والاعتمادات المالية تغطي احتياج العمل في إطار الاختصاص	0	0	الإمكانات والاعتمادات المالية تغطي احتياج العمل في إطار الاختصاص	NULL	28	1	NULL
الادارات الخدمية	1401	الاداري	المعرفة بالنظم واللوائح	الإجراءات الإدارية تتم حسب القانون والنظم واللوائح	0	0	الإجراءات الإدارية تتم حسب القانون والنظم واللوائح	NULL	17	1	NULL
الادارات الخدمية	1292	التنظيمي	المعرفة بالنظم واللوائح	مدى المامك بالهيكل التنظيمي واللائحة التنظيمية للوحدة الادارية	0	0	مدى المامك بالهيكل التنظيمي واللائحة التنظيمية لشرطة المحافظة	NULL	10	1	NULL
الادارات الخدمية	1307	التنظيمي	المعرفة بالنظم واللوائح	مدى التزامك بواجباتك نحو المرؤوسين والمجتمع	0	0	مدى التزامك بواجباتك نحو المرؤوسين والمجتمع	NULL	12	1	NULL
الادارات الخدمية	1319	التنظيمي	المعرفة بالنظم واللوائح	مدى التزامك باللوائح والنظم في كافة جوانب العمل	0	0	مدى التزامك باللوائح والنظم في كافة جوانب العمل	NULL	13	1	NULL
الادارات الخدمية	1334	التنظيمي	المعرفة بالنظم واللوائح	مدى التزامك بإطار الاختصاص والتعامل مع الجهات ذات العلاقة وفقاً للقانون	0	0	مدى التزامك بإطار الاختصاص والتعامل مع الجهات ذات العلاقة وفقاً للقانون	NULL	14	1	NULL
الادارات الخدمية	1388	التنظيمي	المعرفة بالنظم واللوائح	مدى المامك بمهام واختصاصات للإدارة والاقسام التي تشرف عليها	0	0	مدى المامك بمهام واختصاصات للإدارة والاقسام التي تشرف عليها	NULL	11	1	NULL
الادارات الخدمية	1463	الذاتي	استخدام برامج التواصل الاجتماعي	مدى استخدامك لبرامج التواصل الاجتماعي في العمل	0	0	مدى استخدامك لبرامج التواصل الاجتماعي في العمل	NULL	32	1	NULL
الادارات الخدمية	1576	الامني	متابعة المهام الأمنية	تبادل البيانات والوثائق ذات الصلة بين فروع الإدارة وبقية مكونات الوحدة الادارية 	0	0	تبادل البيانات والوثائق ذات الصلة بين فروع الإدارة وبقية مكونات شرطة المحافظة 	NULL	25	1	NULL
